8.00000000E+09, -1.20573066E+01,  0.00000000E+00
8.00500000E+09, -1.20150976E+01,  0.00000000E+00
8.01000000E+09, -1.20207014E+01,  0.00000000E+00
8.01500000E+09, -1.20094944E+01,  0.00000000E+00
8.02000000E+09, -1.19777665E+01,  0.00000000E+00
8.02500000E+09, -1.19365814E+01,  0.00000000E+00
8.03000000E+09, -1.19086524E+01,  0.00000000E+00
8.03500000E+09, -1.18673527E+01,  0.00000000E+00
8.04000000E+09, -1.18839554E+01,  0.00000000E+00
8.04500000E+09, -1.18099664E+01,  0.00000000E+00
8.05000000E+09, -1.17959594E+01,  0.00000000E+00
8.05500000E+09, -1.17399458E+01,  0.00000000E+00
8.06000000E+09, -1.17767064E+01,  0.00000000E+00
8.06500000E+09, -1.17653034E+01,  0.00000000E+00
8.07000000E+09, -1.17001576E+01,  0.00000000E+00
8.07500000E+09, -1.16315649E+01,  0.00000000E+00
8.08000000E+09, -1.16342035E+01,  0.00000000E+00
8.08500000E+09, -1.16035135E+01,  0.00000000E+00
8.09000000E+09, -1.15939880E+01,  0.00000000E+00
8.09500000E+09, -1.15175260E+01,  0.00000000E+00
8.10000000E+09, -1.14734050E+01,  0.00000000E+00
8.10500000E+09, -1.14244663E+01,  0.00000000E+00
8.11000000E+09, -1.13895302E+01,  0.00000000E+00
8.11500000E+09, -1.13352884E+01,  0.00000000E+00
8.12000000E+09, -1.13103196E+01,  0.00000000E+00
8.12500000E+09, -1.12797462E+01,  0.00000000E+00
8.13000000E+09, -1.12880884E+01,  0.00000000E+00
8.13500000E+09, -1.11670763E+01,  0.00000000E+00
8.14000000E+09, -1.11788486E+01,  0.00000000E+00
8.14500000E+09, -1.11508497E+01,  0.00000000E+00
8.15000000E+09, -1.10801607E+01,  0.00000000E+00
8.15500000E+09, -1.11155930E+01,  0.00000000E+00
8.16000000E+09, -1.10281973E+01,  0.00000000E+00
8.16500000E+09, -1.09327507E+01,  0.00000000E+00
8.17000000E+09, -1.08918623E+01,  0.00000000E+00
8.17500000E+09, -1.08225581E+01,  0.00000000E+00
8.18000000E+09, -1.07882018E+01,  0.00000000E+00
8.18500000E+09, -1.07057776E+01,  0.00000000E+00
8.19000000E+09, -1.07080001E+01,  0.00000000E+00
8.19500000E+09, -1.06089588E+01,  0.00000000E+00
8.20000000E+09, -1.05590833E+01,  0.00000000E+00
8.20500000E+09, -1.05458287E+01,  0.00000000E+00
8.21000000E+09, -1.05050408E+01,  0.00000000E+00
8.21500000E+09, -1.04468699E+01,  0.00000000E+00
8.22000000E+09, -1.03801843E+01,  0.00000000E+00
8.22500000E+09, -1.03433298E+01,  0.00000000E+00
8.23000000E+09, -1.02520561E+01,  0.00000000E+00
8.23500000E+09, -1.02278578E+01,  0.00000000E+00
8.24000000E+09, -1.01341464E+01,  0.00000000E+00
8.24500000E+09, -1.00905279E+01,  0.00000000E+00
8.25000000E+09, -1.00697738E+01,  0.00000000E+00
8.25500000E+09, -1.00002430E+01,  0.00000000E+00
8.26000000E+09, -9.91872056E+00,  0.00000000E+00
8.26500000E+09, -9.88300024E+00,  0.00000000E+00
8.27000000E+09, -9.80693927E+00,  0.00000000E+00
8.27500000E+09, -9.73859207E+00,  0.00000000E+00
8.28000000E+09, -9.69883949E+00,  0.00000000E+00
8.28500000E+09, -9.67459195E+00,  0.00000000E+00
8.29000000E+09, -9.56989687E+00,  0.00000000E+00
8.29500000E+09, -9.49227201E+00,  0.00000000E+00
8.30000000E+09, -9.45514152E+00,  0.00000000E+00
8.30500000E+09, -9.36964373E+00,  0.00000000E+00
8.31000000E+09, -9.30368049E+00,  0.00000000E+00
8.31500000E+09, -9.26518129E+00,  0.00000000E+00
8.32000000E+09, -9.19235525E+00,  0.00000000E+00
8.32500000E+09, -9.11659696E+00,  0.00000000E+00
8.33000000E+09, -9.09738857E+00,  0.00000000E+00
8.33500000E+09, -8.95903405E+00,  0.00000000E+00
8.34000000E+09, -8.88720711E+00,  0.00000000E+00
8.34500000E+09, -8.80633879E+00,  0.00000000E+00
